Year,Surveyor,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Altitude
2011,D,,State,4,4,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,336
2012,D,,State,5,5,Yes,2,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,2,Yes,2,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,336
2013,D,,State,6,6,Yes,2,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,2,Yes,2,No,No,0,NA,NA,NA,NA,Plantation,NA,NA,NA,NA,336
2014,D,,State,7,7,Yes,3,NT583045,55.332772,-2.658868,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,336
2015,D,,State,8,8,Yes,3,NT567045,55.332633,-2.6840869,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,3,7,Plantation,NA,NA,7,1,298
2019,D,,State,12,12,Yes,3,NT567045,55.332633,-2.6840869,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,298
1988,A,,State,1,1,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,210
1989,A,,State,2,2,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,210
1990,A,,State,3,3,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,210
1991,A,,State,4,4,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,210
1992,A,,State,5,5,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,210
1993,A,,State,6,6,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,210
1994,A,,State,7,7,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,210
1995,A,,State,8,8,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,210
1996,A,,State,9,9,No,NA,NY871890,55.195099,-2.204182,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,295
1997,A,,State,10,10,No,NA,NY7127889416 ,55.198167,-2.4527587,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,235
1998,A,,State,11,11,No,NA,NY7127889416 ,55.198167,-2.4527587,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,Yes,4,Yes,At ringing,4,7,NA,NA,NA,7,1,235
1999,A,,State,12,12,No,NA,NY7127889416 ,55.198167,-2.4527587,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,235
2000,A,,State,13,13,No,NA,NY7127889416 ,55.198167,-2.4527587,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,235
2003,A,,State,16,16,No,NA,NY692906,55.20868,-2.4855319,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,272
1987,A,,State,1,1,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,311
1988,A,,State,2,2,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,311
1989,A,,State,3,3,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,311
1990,A,,State,4,4,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,311
1991,A,,State,5,5,No,NA,NY774739,55.059063,-2.3553445,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,290
1992,A,,State,6,6,No,NA,NY774739,55.059063,-2.3553445,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,290
1994,A,,State,8,8,No,NA,NY774739,55.059063,-2.3553445,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,290
1995,A,,State,9,9,No,NA,NY776740,55.05997,-2.3522214,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,287
1996,A,,State,10,10,No,NA,NY774739,55.059063,-2.3553445,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,290
1997,A,,State,11,11,No,NA,NY77567399,55.059879,-2.3528468,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,287
1998,A,,State,12,12,No,NA,NY7755073963,55.059636,-2.3530012,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,283
1999,A,,State,13,13,No,NA,NY7755073963,55.059636,-2.3530012,NBLD,BP,U,U,Yes,NA,NA,Yes,1,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,283
2000,A,,State,14,14,No,NA,NY7755073963,55.059636,-2.3530012,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,283
2002,A,,State,16,16,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,277
2003,A,,State,17,17,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,277
2004,A,,State,18,18,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,277
2005,A,,State,19,19,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,NA,NA,NA,7,1,277
2006,A,,State,20,20,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,NA,NA,NA,7,1,277
2007,A,,State,21,21,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,NA,NA,NA,7,1,277
2009,A,,State,23,23,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,277
2010,A,,State,24,24,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,NA,NA,NA,7,1,277
2011,A,,State,25,25,No,NA,NY765738,55.058122,-2.3694256,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,NA,NA,NA,7,1,277
2018,A,,State,1,1,Yes,2,NY68138860,55.190641,-2.5021189,NBLD,BP,U,U,Yes,Larch,12,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,224
2019,A,,State,2,2,Yes,3,NY68138860,55.190641,-2.5021189,NBLD,BP,A,U,Yes,Larch,12,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,Unknown,Failed on either eggs or young,NA,NA,224
2008,C,,Private,25,25,Yes,NA,NT471259,55.523961,-2.8394662,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,243
2009,C,,Private,26,26,Yes,NA,NT471259,55.523961,-2.8394662,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,243
2010,C,,Private,27,27,Yes,NA,NT471259,55.523961,-2.8394662,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,243
2011,C,,Private,28,28,Yes,NA,NT471259,55.523961,-2.8394662,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,243
2012,C,,Private,29,29,Yes,3,NT471259,55.523961,-2.8394662,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,243
2013,C,,Private,30,30,Yes,2,NT472258,55.523074,-2.8378633,SCBO,BP,U,U,Yes,Norway,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,NA,4,7,Plantation,NA,NA,7,1,240
2014,C,,Private,31,31,Yes,3,NT472258,55.523074,-2.8378633,SCBO,BP,U,U,Yes,Norway,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,1,7,Plantation,Chick too big tp ring,NA,7,1,240
2015,C,,Private,32,32,Yes,3,NT472258,55.523074,-2.8378633,SCBO,BP,U,U,Yes,Norway,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,240
2016,C,,Private,33,33,Yes,3,NT472258,55.523074,-2.8378633,SCBO,BP,U,U,Yes,Norway,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,240
2017,C,,Private,34,34,Yes,3,NT472258,55.523074,-2.8378633,SCBO,BP,U,U,Yes,Norway,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,240
2018,C,,Private,35,35,Yes,2,NT472258,55.523074,-2.8378633,SCBO,BP,U,U,Yes,Norway,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,240
2019,C,,Private,36,36,Yes,NA,NT472258,55.523074,-2.8378633,SCBO,BP,U,U,Yes,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,Failed  ,NA,NA,NA,240
2008,C,,Private,35,30,No,NA,NT690151,55.428809,-2.4913912,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,212
2009,C,,Private,36,31,No,NA,NT690151,55.428809,-2.4913912,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,212
2010,C,,Private,37,32,No,NA,NT690151,55.428809,-2.4913912,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,No,NA,No,NA,NA,NA,NA,NA,4,Plantation,Disturbance due to tree harvesting,NA,4,0,212
2011,C,,Private,38,33,No,NA,NT690151,55.428809,-2.4913912,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,212
2012,C,,Private,39,34,No,3,NT690151,55.428809,-2.4913912,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,212
2013,C,,Private,40,35,No,NA,NT692160,55.436908,-2.4883309,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,NA,3,7,Plantation,NA,NA,7,1,191
2014,C,,Private,41,36,No,2,NT692160,55.436908,-2.4883309,SCBO,BP,U,U,Yes,Sitka,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,NA,1,7,Plantation,NA,NA,7,1,191
2015,C,,Private,42,37,No,4,NT692160,55.436908,-2.4883309,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,191
2016,C,,Private,43,38,No,3,NT692160,55.436908,-2.4883309,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,NA,2,7,Plantation,NA,NA,7,1,191
2017,C,,Private,44,39,No,4,NT692160,55.436908,-2.4883309,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,4,Plantation,Tree felling next to nest,NA,4,0,191
2018,C,,Private,45,40,No,3,NT692160,55.436908,-2.4883309,SCBO,BP,U,U,Yes,Scots Pine,NA,Yes,NA,Yes,NA,No,Yes,1,No,NA,0,6,Plantation,NA,NA,6,0,191
2019,C,,Private,46,41,No,NA,NT692161,55.437806,-2.488342,SCBO,BP,U,U,Yes,Scots Pine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,Failed on eggs or young chicks,NA,NA,NA,187
2019,A,,State,1,1,Yes,1,NY65547473,55.065837,-2.5411089,CMBR,BP,A,U,Yes,Sitka,24,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,Old nests from 2018 and 2017 were found on site.  Both these old nests had succesfully fledged young,7,1,284
2005,A,,State,3,2,Yes,NA,NY795943,55.242464,-2.3239521,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,348
2006,A,,State,4,3,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,357
2007,A,,State,5,4,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,357
2008,A,,State,6,5,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,357
2009,A,,State,7,6,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,357
2010,A,,State,8,7,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,357
2011,A,,State,9,8,Yes,NA,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,357
2012,A,,State,10,9,Yes,4,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,Sitka,15,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,357
2013,A,,State,11,10,Yes,2,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,357
2014,A,,State,12,11,Yes,4,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,357
2015,A,,State,13,12,Yes,3,NY782943,55.242408,-2.3443971,NBLD,BP,A,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,Yes,4,Yes,At ringing,4,7,Plantation,NA,NA,7,1,357
2016,A,,State,14,13,Yes,3,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,357
2017,A,,State,15,14,Yes,2,NY782943,55.242408,-2.3443971,NBLD,BP,A,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,357
2018,A,,State,16,15,Yes,2,NY782943,55.242408,-2.3443971,NBLD,BP,U,U,Yes,Sitka,15,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,357
2019,A,,State,17,16,Yes,4,NY782943,55.242408,-2.3443971,NBLD,BP,A,U,Yes,Sitka,15,Yes,NA,Yes,NA,Yes,No,0,NA,NA,NA,5,Plantation,Probably wet weather,Failed on tiny young,5,0,357
1981,A,,State,1,1,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,238
1982,A,,State,2,2,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,238
1983,A,,State,3,3,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,238
1987,A,,State,7,7,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,238
1988,A,,State,8,8,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,238
1989,A,,State,9,9,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,238
1990,A,,State,10,10,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,238
1991,A,,State,11,11,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,238
1992,A,,State,12,12,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,238
1993,A,,State,13,13,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,238
1994,A,,State,14,14,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,238
1995,A,,State,15,15,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,238
1996,A,,State,16,16,No,NA,NY554804,55.115975,-2.7007595,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,258
1997,A,,State,17,17,No,NA,NY5503483041,55.139672,-2.7069163,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,261
1998,A,,State,18,18,No,NA,NY5550183110,55.140334,-2.699602,CMBR,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,274
1999,A,,State,19,19,No,NA,NY5533182130 ,55.131513,-2.7021139,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,Yes,3,Yes,At ringing,4,7,Plantation,NA,NA,7,1,263
2000,A,,State,20,20,No,NA,NY5533182130 ,55.131513,-2.7021139,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,263
2002,A,,State,22,22,No,NA,NY553822,55.132139,-2.7026111,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,238
2003,A,,State,23,23,No,NA,NY553822,55.132139,-2.7026111,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,238
2004,A,,State,24,24,No,NA,NY553821,55.13124,-2.7025953,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,270
2005,A,,State,25,25,No,NA,NY553822,55.132139,-2.7026111,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,238
2006,A,,State,26,26,No,NA,NY553821,55.13124,-2.7025953,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,270
2007,A,,State,27,27,No,NA,NY553821,55.13124,-2.7025953,CMBR,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation,NA,NA,7,1,270
2008,A,,State,28,28,No,NA,NY553821,55.13124,-2.7025953,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,270
2009,A,,State,29,29,No,NA,NY553821,55.13124,-2.7025953,CMBR,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,270
2010,A,,State,30,30,No,NA,NY547827,55.136577,-2.7121007,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,280
2011,A,,State,31,31,No,NA,NY547827,55.136577,-2.7121007,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,280
2012,A,,State,32,32,No,2,NY548828,55.137485,-2.7105482,CMBR,BP,A,U,Yes,Sitka,20,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,280
2016,A,,State,1,1,No,2,NY52998082,55.119525,-2.7386088,CMBR,SB,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation and rough grassland,NA,Didn't see the bird but saw signs of an occupied territory,2,0,223
2018,A,,State,3,3,No,1,NY52998082,55.119525,-2.7386088,CMBR,BP,U,A,Yes,Sitka,21,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation and rough grassland,NA,NA,7,1,223
2019,A,,State,4,4,No,2,NY53348087,55.120008,-2.7331299,CMBR,BP,A,1,Yes,Sitka,18,Yes,NA,Yes,NA,Yes,NA,NA,No,NA,NA,5,Plantation and rough grassland,Nest collapse,Nest collapsed with tiny chicks,5,0,250
2008,D,,State,1,1,Yes,NA,NY514858,55.164117,-2.764391,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,227
2009,D,,State,2,2,Yes,2,NY514858,55.164117,-2.764391,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,227
2010,D,,State,3,3,Yes,NA,NY514858,55.164117,-2.764391,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,227
2011,D,,State,4,4,Yes,2,NY514858,55.164117,-2.764391,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,227
2012,D,,State,5,5,Yes,3,NY514858,55.164117,-2.764391,SCBO,BP,A,A,Yes,NA,NA,Yes,4,Yes,4,No,Yes,4,Yes,At ringing,3,7,Plantation,NA,NA,7,1,227
2013,D,,State,6,6,Yes,3,NY514858,55.164117,-2.764391,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,4,Yes,At ringing,3,7,Plantation,NA,NA,7,1,227
2014,D,,State,7,7,Yes,3,NY514858,55.164117,-2.764391,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,227
2015,D,,State,8,8,Yes,3,NY514858,55.164117,-2.764391,SCBO,BP,A,A,Yes,NA,NA,Yes,4,Yes,4,No,Yes,2,Yes,At ringing,3,7,Plantation,NA,NA,7,1,227
2016,D,,State,9,9,Yes,2,NY514858,55.164117,-2.764391,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,227
2017,D,,State,10,10,Yes,2,NY513859,55.165006,-2.7659777,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,218
2018,D,,State,11,11,Yes,1,NY513859,55.165006,-2.7659777,SCBO,BP,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,218
2019,D,,State,12,12,Yes,3,NY513859,55.165006,-2.7659777,SCBO,BP,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,218
2008,C,,Private,20,3,No,NA,NT772392,55.645803,-2.3638194,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,55
